,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,PL_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2016-05-10,65493,50094,11717,7168,50645,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1048.5,0.663841937306277,-43477,-1.3186196577200038,38377,2.336419464447146,0.014633386954491205,0.034573134231771045,-0.020185007082268558,0.0049594193341677695,0.4139690875974595
2016-05-17,66689,51796,12392,6425,51028,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1053.699951171875,0.6688209449834306,-44603,-1.7192677079993284,39404,1.568106515200098,0.01959862844411954,0.03703184395837228,0.0049594193341677695,-0.04745178066036371,0.41818517730310883
2016-05-24,64186,48455,11959,7600,48559,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1003.7000122070312,0.638129810238993,-40959,5.464169503216422,36496,-4.360539219361514,0.06488719528481633,0.06246896414738306,-0.04745178066036371,-0.024907840685413185,0.4220849983825929
2016-05-31,61795,45266,13006,8095,44106,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,978.7000122070312,0.5827494133829598,-36011,7.708846165830555,32260,-6.599569999688406,0.0947874561790004,0.07269357495881384,-0.024907840685413185,0.020128754430692508,0.4266248003133982
2016-06-07,63185,45688,14587,8975,44544,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,998.4000244140624,0.5629342407216903,-35569,0.7152682255845942,31101,-1.8755562747795127,0.02462676806367832,0.033231024471173785,0.020128754430692508,-0.026943132768700973,0.43132902214308505
2016-06-14,66103,46573,16197,10396,45061,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,971.5,0.5244088770555043,-34665,1.430719316293424,30376,-1.1474242304344386,0.03494599419369962,0.03974828739843875,-0.026943132768700973,0.009881601220728342,0.43546187140680104
2016-06-21,64950,45372,16073,9500,43857,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,981.0999755859376,0.5289761354888376,-34357,0.4659395186300168,29299,-1.6292755245601562,0.039357535093802125,0.021564000325494343,0.009881601220728342,-0.0026500618190158365,0.4406089904133641
2016-06-28,62873,44366,14549,8916,43453,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,978.5,0.5493136958630891,-34537,-0.27713625866050806,29817,0.7975365665896844,0.018866123088086464,0.04294322328778749,-0.0026500618190158365,0.09596323394385542,0.4452556698454995
2016-07-05,63840,47208,10839,8211,49998,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1072.4000244140625,0.6545582706766917,-41787,-11.531181906382708,36369,10.421007427671656,0.12455118624267725,0.11287405033851879,0.09596323394385542,0.020514732841432348,0.45212057844101056
2016-07-12,70300,54237,11834,7573,54909,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1094.4000244140625,0.6733428165007113,-47336,-8.69204260651629,42403,9.451754385964913,0.08880957715822156,0.12144511207640266,0.020514732841432348,0.000274055876390511,0.4596939914235011
2016-07-19,74782,59008,11615,7690,60041,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1094.699951171875,0.7000481399267203,-52351,-7.133712660028449,47393,7.0981507823613095,0.07749774844605867,0.07065686815909832,0.000274055876390511,0.0015530038531266221,0.46794662951845917
2016-07-26,77014,61346,10424,7372,63374,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1096.4000244140625,0.727166489209754,-56002,-4.88219090155385,50922,4.719050038779385,0.05160715800186583,0.04917096279782639,0.0015530038531266221,0.06603431485032529,0.47691881575486594
2016-08-02,79541,63929,10158,6717,66091,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1168.800048828125,0.7464578016368917,-59374,-4.378424702002234,53771,3.699327395019088,0.0463135919129766,0.03845478963920796,0.06603431485032529,-0.010523655299687462,0.48634209607665657
2016-08-09,80645,65259,9310,7099,67416,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1156.5,0.7479322958645918,-60317,-1.1855521052036058,55949,2.738210482644171,0.022908139300811918,0.029207847765157103,-0.010523655299687462,-0.030004281168936497,0.4953535976844172
2016-08-16,80960,64787,10450,6902,66471,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1121.800048828125,0.7357831027667984,-59569,0.9275218550437101,54337,-1.9988839977679955,0.015564308396821719,0.021425628347754428,-0.030004281168936497,-0.01158851794807847,0.503587713448383
2016-08-23,81801,65203,10934,7203,66257,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1108.800048828125,0.7219227148812362,-59054,0.6361166007905138,54269,-0.08399209486166008,0.007010618023414103,0.011820796721699042,-0.01158851794807847,-0.04960317241880419,0.5110168419561923
2016-08-30,79543,60231,11619,8668,61992,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1053.800048828125,0.6703795431401883,-53324,7.004804342245205,48612,-6.915563379420789,0.08109255590150014,0.07873347251217815,-0.04960317241880419,0.043841287750225,0.5167356598112519
2016-09-06,77629,56363,11302,9944,60831,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1100.0,0.6555153357636966,-50887,3.0637516814804573,45061,-4.464252039777227,0.03443306252207701,0.061848814010197296,0.043841287750225,-0.05963634144176133,0.5219121969658094
2016-09-13,76199,54288,13233,10853,56236,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1034.4000244140625,0.5955852439008386,-45383,7.090133841734403,41055,-5.160442618093754,0.08204027485876969,0.059329690022363414,-0.05963634144176133,-0.0037703251372906976,0.5270972020628023
2016-09-20,74671,52330,14028,10743,53378,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1030.5,0.5709713275568828,-42635,3.60634653998084,38302,-3.612908305883279,0.04628748771853215,0.04148708520449682,-0.0037703251372906976,-0.005531248104682196,0.5320951992496196
2016-09-27,70394,51154,13897,8625,50751,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1024.800048828125,0.5984316845185669,-42126,0.6816568681281889,37257,-1.399472352050997,0.07991444354621396,0.02009192787197737,-0.005531248104682196,-0.03912962013121368,0.5381221366469747
2016-10-04,69695,50973,17909,9813,47200,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,984.7000122070312,0.5364373340985723,-37387,6.73210785010086,33064,-5.956473563087763,0.0831213933664252,0.060872216253883456,-0.03912962013121368,-0.03950444189279023,0.5426250378914292
2016-10-11,69710,48923,22645,11696,42161,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,945.7999877929688,0.4370248170994118,-30465,9.931845899992826,26278,-9.7367099504986,0.12852553985554338,0.09481891348088531,-0.03950444189279023,-0.0029604438878272354,0.5433080258262074
2016-10-18,69494,48218,26781,11848,37868,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,943.0,0.37442081330762367,-26020,6.376416582986659,21437,-6.944484292067135,0.08940783651138466,0.064547527300364,-0.0029604438878272354,0.020042443705262425,0.5417162348621978
2016-10-25,70383,49339,29241,11101,35722,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,961.9000244140624,0.34981458590852904,-24621,2.0131234351167007,20098,-1.926785046191038,0.061785874463404736,0.04557139221175872,0.020042443705262425,0.03451497071340537,0.5386840639380786
2016-11-01,71112,51047,27907,9936,37873,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,995.0999755859376,0.392859151760603,-27937,-4.711364960288706,23140,4.322066408081497,0.06935932564998222,0.038528763583858955,0.03451497071340537,0.010752700702992835,0.5360901383933222
2016-11-08,66469,49046,19427,8677,41915,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1005.7999877929688,0.5000526561254118,-33238,-7.454438069524132,29619,9.110979862751716,0.10477941176470588,0.15306763249748076,0.010752700702992835,-0.07257904243982372,0.5368882077826533
2016-11-15,63255,45085,20394,10100,37139,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,932.7999877929688,0.4274602798197771,-27039,9.326152040800975,24691,-7.4139824579879345,0.13122631723787548,0.07526077062875121,-0.07257904243982372,0.009219593410846327,0.5383071241395341
2016-11-22,65403,46472,21663,10712,38276,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,941.4000244140624,0.4214485574056236,-27564,-0.8299739151055252,24809,0.1865465180618133,0.03570262105005308,0.038981433917957,0.009219593410846327,-0.023900572993934444,0.5407220699063583
2016-11-29,69551,48487,24319,11212,38404,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,918.9000244140624,0.390964903452143,-27192,0.5687812485665795,24168,-0.9800773664816598,0.012657207352466946,0.06415680026371452,-0.023900572993934444,0.01654146345416363,0.5424296974657221
2016-12-06,67342,47047,22790,10697,39067,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,934.0999755859376,0.4212824091948561,-28370,-1.693721154260902,24257,0.1279636525714943,0.02367173056828229,0.04251328092558386,0.01654146345416363,0.001498795044057477,0.5440418567579793
2016-12-13,66814,45096,19480,11398,40014,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,935.5,0.4282934714281438,-28616,-0.3652995159038936,25616,2.0180570817617536,0.032054773204699294,0.08146989593657086,0.001498795044057477,-0.013468707200360863,0.5460024122064656
2016-12-20,64352,42437,16169,11269,41046,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,922.9000244140624,0.4627206613625062,-29777,-1.737659771904092,26268,0.9758433861166821,0.022192487814202428,0.10186670306794526,-0.013468707200360863,-0.021237442954384456,0.5475081958840925
2016-12-27,63714,42038,16624,11402,40266,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,903.2999877929688,0.45302445302445304,-28864,1.4187593237195424,25414,-1.3270760815514668,0.01767051172872958,0.014557976202652484,-0.021237442954384456,0.03985386968504079,0.5483195423903507
2017-01-03,64102,42925,18171,11650,40457,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,939.2999877929688,0.449393154659761,-28807,0.0894622845842358,24754,-1.0358790846595725,0.008424971692862764,0.03983894199292916,0.03985386968504079,0.04162678284811361,0.548717611618637
2017-01-10,62061,42669,12498,9630,44402,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,978.4000244140624,0.5602874591128084,-34772,-9.305481888240616,30171,8.450594365230414,0.11039754219721647,0.10747367085395254,0.04162678284811361,0.0007154038781780336,0.5523417910306204
2017-01-17,63219,43522,10490,9926,47309,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,979.0999755859376,0.5913253926825796,-37383,-4.207151028826477,33032,4.609980503053447,0.05596226085437232,0.05296971043471821,0.0007154038781780336,0.025227262611511758,0.5573898068239667
2017-01-24,62823,44751,8262,9061,49663,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1003.7999877929688,0.6462919631345208,-40602,-5.091823660608362,36489,5.468292760087948,0.05481574824603229,0.06521042008563938,0.025227262611511758,-0.010759103331645203,0.5629725214899289
2017-01-31,64552,46217,7244,9364,52513,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,993.0,0.6684378485562027,-43149,-4.054247648154338,38973,3.9539659042070583,0.05095592869725423,0.04646377733300911,-0.010759103331645203,0.0166163141993958,0.568780214968496
2017-02-07,64811,45723,5591,9303,54334,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1009.5,0.6948048942309176,-45031,-2.915478993679514,40132,1.7954517288387657,0.02957398997438597,0.041840433409985577,0.0166163141993958,-0.009311564550829488,0.5728042283018072
2017-02-14,65179,45781,6133,9867,54435,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1000.0999755859376,0.6837785176207061,-44568,0.7143849037971949,39648,-0.7467868108808691,0.010341824515567168,0.01155757599106214,-0.009311564550829488,0.0033996845286097255,0.5754046966239676
2017-02-21,65938,45538,5896,10719,55175,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1003.5,0.6742091055233704,-44456,0.17183448656775954,39642,-0.009205418923272833,0.024160014568853007,0.009332348252128942,0.0033996845286097255,0.025909317389138042,0.5772395172544488
2017-02-28,71200,49818,5208,9614,59607,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1029.5,0.7021488764044944,-49993,-8.397282295489703,44610,7.5343504504231245,0.07999017639155748,0.09028459273797841,0.025909317389138042,-0.06789706111127969,0.5805662882115225
2017-03-07,68200,44136,5509,11569,55096,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,959.5999755859376,0.6382258064516129,-43527,9.081460674157302,38627,-8.40308988764045,0.09699242481062026,0.12051566119448082,-0.06789706111127969,-0.022821971588248613,0.5815622993686844
2017-03-14,66039,40641,10466,12592,46784,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,937.7000122070312,0.5177546601250776,-34192,13.687683284457478,30175,-12.392961876832844,0.15721840474265697,0.16537851957657465,-0.022821971588248613,0.035085808841434085,0.5805926707421512
2017-03-21,67455,41071,12116,12970,46480,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,970.5999755859376,0.4967756281965755,-33510,1.032723087872318,28955,-1.8473932070443222,0.011471825063078218,0.03910730065617538,0.035085808841434085,-0.014114930472365561,0.578781756064554
2017-03-28,66094,40434,12805,13185,45342,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,956.9000244140624,0.48653432989378764,-32157,2.005781632199244,27629,-1.9657549477429397,0.023117535496437542,0.024906553466443774,-0.014114930472365561,0.004493664628759886,0.576909656156464
2017-04-04,63741,42291,15578,12213,43704,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,961.2000122070312,0.4940462182896409,-31491,1.0076557630042062,26713,-1.3859049232910703,0.04667632383711572,0.08000829459641605,0.004493664628759886,0.004889733819540165,0.5752900149934232
2017-04-11,64829,43312,17153,12543,43220,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,965.9000244140624,0.4731987227938114,-30677,1.2770430335263019,26159,-0.8691423102869424,0.014597492961282571,0.04293392871909369,0.004889733819540165,0.010249470057640764,0.57323899007621
2017-04-18,66022,44899,15672,11553,46046,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,975.7999877929688,0.5224470631001787,-34493,-5.886254608277159,29227,4.732449983803544,0.06625115019357974,0.05065130177807862,0.010249470057640764,-0.021725776257674134,0.5715737726514938
2017-04-25,65327,43395,16157,12534,43960,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,954.5999755859376,0.48105683714237607,-31426,4.64542122322862,27238,-3.012632152918724,0.05428895103904839,0.03339938205265986,-0.021725776257674134,-0.03247433563045299,0.56842806462553
2017-05-02,71757,44778,27237,16775,39586,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,923.5999755859376,0.31789233106177794,-22811,13.187502870176191,17541,-14.84378587720238,0.15285392381256543,0.17306116781226133,-0.03247433563045299,-0.02728448661541827,0.5617631293144655
2017-05-09,76104,46798,36558,18391,33552,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,898.4000244140625,0.1992142331546305,-15161,10.660980810234541,10240,-10.174617110525801,0.14727682267100475,0.1360549930418926,-0.02728448661541827,0.040182518482768215,0.552827981157703
2017-05-16,74421,46746,34577,17122,34378,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,934.5,0.23187003668319425,-17256,-2.7528119415536634,12169,2.534689372437717,0.040679611650485434,0.024999077751681566,0.040182518482768215,0.013269154001136929,0.5444250790750063
2017-05-23,70625,45412,29125,14704,35737,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,946.9000244140624,0.29781238938053095,-21033,-5.075180392631112,16287,5.533384394189812,0.07487956226085922,0.09104203281591693,0.013269154001136929,-0.0080262291954174,0.5378805132892666
2017-05-30,69380,43637,26591,14452,36473,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,939.2999877929688,0.31739694436437016,-22021,-1.3989380530973452,17046,1.0746902654867256,0.01940108001963672,0.061357293387252945,-0.0080262291954174,0.024273382401016397,0.5327775811927552
2017-06-06,69495,44817,25134,13100,38213,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,962.0999755859376,0.36136412691560543,-25113,-4.4566157394061685,19683,3.8008071490343043,0.060257634517568645,0.03769781704335892,0.024273382401016397,-0.040640241740080074,0.5289012328503305
2017-06-13,76040,46295,31059,15921,36075,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,923.0,0.2650447133087849,-20154,7.1357651629613645,15236,-6.399021512339018,0.09537272097853682,0.09570287250820901,-0.040640241740080074,-0.0026002431354955613,0.5239134604705858
2017-06-20,75380,44843,32032,17822,35341,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,920.5999755859376,0.23240912708941364,-17519,3.4652814308258812,12811,-3.189110994213572,0.04956454677125068,0.031544715447154474,-0.0026002431354955613,-0.003041481498179177,0.518210248770597
2017-06-27,76578,45343,34810,17968,33171,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,917.7999877929688,0.19852960380265872,-15203,3.0724330061024143,10533,-3.0220217564340675,0.04528833180156045,0.04089678489888089,-0.003041481498179177,-0.023752438530088793,0.5114644008463579
2017-07-11,74471,45904,40507,17489,27743,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,896.0,0.1376911818023123,-10254,6.462691634673144,5397,-6.706887095510459,0.1305933852140078,0.07242133524666998,-0.023752438530088793,0.03537947790963303,0.5015246491372353
2017-07-18,72456,43871,35330,17238,31108,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,927.7000122070312,0.19142652092304294,-13870,-4.855581367243625,8541,4.221777604705188,0.074794191866959,0.09103420411358443,0.03537947790963303,0.001293534753951553,0.4922570280684339
2017-07-25,71062,43574,33391,16520,31587,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,928.9000244140624,0.21202611803776983,-15067,-1.6520370983769461,10183,2.2662029369548415,0.024882033799654937,0.029052166569219776,0.001293534753951553,0.018947114999851022,0.4828719891859541
2017-08-01,72421,45276,32464,16399,34319,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,946.5,0.24744204029218045,-17920,-4.01480397399454,12812,3.6995862767723957,0.05625221814740329,0.03381785438641626,0.018947114999851022,0.02662441860225173,0.4736465190144623
2017-08-08,70550,47348,22847,12616,41743,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,971.7000122070312,0.4128561304039688,-29127,-15.474793222960189,24501,16.14034603222822,0.20616641218565462,0.16652183203931903,0.02662441860225173,-0.006998032013526445,0.46723110225998304
2017-08-15,70177,46810,19629,12818,44684,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,964.9000244140624,0.4540803967111732,-31866,-3.882352941176471,27181,3.798724309000709,0.054658968383708394,0.05653306040127034,-0.006998032013526445,0.014094699183157644,0.4615801041993403
2017-08-22,71946,48601,16777,12067,48482,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,978.5,0.5061434965112723,-36415,-6.482180771477834,31824,6.6161277911566465,0.0751292341739748,0.07101777356297226,0.014094699183157644,0.022687799904988593,0.4571639579251956
2017-08-29,75270,52549,16719,11177,52184,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1000.7000122070312,0.5447987245914707,-41007,-6.382564701303756,35830,5.568064937592083,0.07247360363630624,0.057833342957787144,0.022687799904988593,0.006695325397522822,0.45375772734270015
2017-09-05,79308,55834,17861,10345,55644,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1007.4000244140624,0.5711781913552226,-45299,-5.702138966387671,37973,2.84708383153979,0.06504114322083984,0.06007191804057263,0.006695325397522822,-0.02163991294402079,0.4518500090391431
2017-09-12,80477,57375,19378,10895,56066,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,985.5999755859376,0.5612908035836326,-45171,0.16139607605790085,37997,0.03026176426085641,0.014515912247427607,0.03984209086289787,-0.02163991294402079,-0.03571423705743182,0.4500379988049111
2017-09-19,76633,50525,18877,12464,51129,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,950.4000244140624,0.5045476491850769,-38665,8.08429737689029,31648,-7.889210581905388,0.10230685767301433,0.10591913777700931,-0.03571423705743182,-0.02725170848983316,0.448287275829608
2017-09-26,70987,44411,19048,13844,45962,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,924.5,0.452449039965064,-32118,8.543316847833179,25363,-8.201427583417066,0.10947062167675484,0.09904032524937362,-0.02725170848983316,-0.014494347662587725,0.44600800106822686
2017-10-03,71860,46066,24137,14416,42337,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,911.0999755859376,0.38854717506262176,-27921,5.912350148618762,21929,-4.837505458745968,0.07395203777773862,0.09606427075765993,-0.014494347662587725,0.02414663658162386,0.4419717605017664
2017-10-10,75931,50395,28380,13583,42431,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,933.0999755859376,0.37992387825789203,-28848,-1.2900083495686057,22015,0.11967715001391593,0.016549434070053916,0.10881624880990162,0.02414663658162386,-0.0010716965235928466,0.43896188635098404
2017-10-17,75448,50697,26612,13460,43803,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,932.0999755859376,0.402171031703955,-30343,-1.9688928105780248,24085,2.7261592761849576,0.026107608752597662,0.0267756664812635,-0.0010716965235928466,-0.009977457393583467,0.43829162124722526
2017-10-24,75692,48495,27547,15469,42552,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,922.7999877929688,0.3578053162817735,-27083,4.320856749019192,20948,-4.157830558795462,0.05618655314455111,0.04125351779279872,-0.009977457393583467,-0.007585609116382508,0.43797209245826657
2017-10-31,77828,49582,29970,16251,41699,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,915.7999877929688,0.3269774374261191,-25448,2.1600697563811235,19612,-1.7650478253976642,0.02821397756686799,0.044122083668543845,-0.007585609116382508,0.006879218035535706,0.4375329165259126
2017-11-07,78380,51591,29387,14929,43001,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,922.0999755859376,0.3581525899464149,-28072,-3.371537235956211,22204,3.3304209282006476,0.045296046953219406,0.03200869371928178,0.006879218035535706,0.002168962209037284,0.4368654826448705
2017-11-14,78974,53160,27684,13780,44758,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,924.0999755859376,0.39225567908425557,-30978,-3.7075784638938507,25476,4.174534319979586,0.049642966961631764,0.04047300974716738,0.002168962209037284,0.01157884697513012,0.4347924638556175
2017-11-21,77941,52141,25620,13317,45374,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,934.7999877929688,0.41129828973197674,-32057,-1.3662724440955252,26521,1.3232203003520147,0.01838442009848188,0.039647123879579735,0.01157884697513012,0.016367124510871633,0.43448165635392905
2017-11-28,78435,53463,21417,12305,50109,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,950.0999755859376,0.48197870848473257,-37804,-7.373526128738404,32046,7.088695295159159,0.09207870029160124,0.07378472222222222,0.016367124510871633,-0.03557519067624859,0.43564569772083495
2017-12-05,78993,52409,25381,13423,46309,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,916.2999877929688,0.41631536971630395,-32886,6.270160005099765,27028,-6.397654108497481,0.08233442710774794,0.0645070060419077,-0.03557519067624859,-0.045290844213540016,0.4361332066874535
2017-12-12,88076,54178,41354,18018,37206,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,874.7999877929688,0.21785730505472548,-19188,17.340777030876154,12824,-17.981340118744697,0.24804432855280312,0.18571787463886447,-0.045290844213540016,0.04389577612014128,0.43222118545398935
2017-12-19,87329,52676,39836,19380,38834,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,913.2000122070312,0.22276677850427692,-19454,-0.30201189881466006,12840,0.018166129252009628,0.051362215274676194,0.032644413697682464,0.04389577612014128,0.010293433260243123,0.4282687490516074
2017-12-26,85616,53720,37407,18123,40584,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,922.5999755859376,0.26234582321061484,-22461,-3.4433006217865767,16313,3.9769148850897182,0.051220467746606026,0.03811164638361847,0.010293433260243123,,0.4244153867794556
